"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"SummerWild_SummerLab",0.026887807124092,"Otu00035",0.000211432340260492,0.00231357347660694,"Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus",0.000618639439086842,0.000856027331994143,0.0451041682234267,0.0546033733384229
"2",2,"SummerWild_SummerLab",0.0223231271947873,"Otu00019",0.0164092243482516,0.045885053270111,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_unclassified - Bacteroidales_unclassified",0.00149753229755064,0.00262503321110967,0.0375318351507546,0.0396263391966504
"3",3,"SummerWild_SummerLab",0.0189723437843334,"Otu00027",0.451966988765587,0.62611940645508,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group",0.00306336807484535,0.00301635253570745,0.0307745779798535,0.0748783646194578
"4",4,"SummerWild_SummerLab",0.0155436799245504,"Otu00033",0.00612311324704793,0.0210134113705508,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.000689374818386377,0.000936340978214576,0.0261299132422079,0.0489342494618082
"5",5,"SummerWild_SummerLab",0.0146294341141188,"Otu00119",7.62804922949813e-06,0.000287958858413555,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0242042093421262,0.0181511196649094,0,0
"6",6,"SummerWild_SummerLab",0.0143122530146221,"Otu00055",0.036104079874027,0.0838725547842782,"Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003",0.0245857351924892,0.0208789942396533,0.00683347832893246,0.0149190838451568
"7",7,"SummerWild_SummerLab",0.013856000912915,"Otu00017",0.0433391346827511,0.0991546869256881,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcus_1",0.000654221663326404,0.000600786390436196,0.0232386461488088,0.0266780922453489
"8",8,"SummerWild_SummerLab",0.01385561111683,"Otu00003",0.697425364943238,0.810086385434069,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.00365229858739179,0.00339034003782004,0.0234105316993385,0.0314386837963493
"9",9,"SummerWild_SummerLab",0.012210473649618,"Otu00096",0.00143438938420371,0.00802195544499113,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0165381401755996,0.0173827653484771,0.00634727566561993,0.0235870408058999
"10",10,"SummerWild_SummerLab",0.01101800019513,"Otu00140",0.00935723061695594,0.030062591982135,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_6",0.0182677599904856,0.0271835298536002,0.00211217125876177,0.0045968998279203
"11",11,"SummerWild_SummerLab",0.010926445633813,"Otu00111",0.000148595166749469,0.00186982251493082,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.018082012010785,0.0242473158434632,6.08883611897586e-06,2.35819608865797e-05
"12",12,"SummerWild_SummerLab",0.010515260521773,"Otu00163",7.62804922949813e-06,0.000287958858413555,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group",0.0173973623976577,0.025513462455964,0,0
"13",13,"SummerWild_SummerLab",0.010330569800664,"Otu00166",7.62804922949813e-06,0.000287958858413555,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0170917939906794,0.0276034899178843,0,0
"14",14,"SummerWild_IBA",0.0997407172983057,"Otu00001",0.00432311122553149,0.0159217023184209,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00345063083601503,0.00599015504252306,0.1758689419881,0.186293759388517
"15",15,"SummerWild_IBA",0.0355150276139193,"Otu00004",0.204697953567148,0.332359042888595,"Bacteroidetes - Bacteroidia - Bacteroidales - Marinifilaceae - Odoribacter",0.00535329216445495,0.00543222895540979,0.0641060178174751,0.0985314425611883
"16",16,"SummerWild_IBA",0.028942348141859,"Otu00010",0.13312848419606,0.228436376290967,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00296281993056133,0.00539846930866613,0.0494619896749129,0.0946978833190351
"17",17,"SummerWild_IBA",0.020701651326056,"Otu00012",0.0570355782257622,0.119616282112362,"Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes",0.00309900986275685,0.0031652954271026,0.0376189700161633,0.0441779883738652
"18",18,"SummerWild_IBA",0.02024443985864,"Otu00009",0.0168274094827568,0.0461988878526596,"Bacteroidetes - Bacteroidia - Bacteroidales - Muribaculaceae - Muribaculaceae_ge",0.00168120605655792,0.0014601327874624,0.0364617641836599,0.0353598455306998
"19",19,"SummerWild_IBA",0.015459885288766,"Otu00014",0.11706612320357,0.210440292901655,"Bacteroidetes - Bacteroidia - Bacteroidales - Tannerellaceae - Parabacteroides",0.000521671163825329,0.000606055894978705,0.0272274396883112,0.0380245562721948
"20",20,"SummerWild_IBA",0.014089121081072,"Otu00055",0.000475518137380797,0.00321745627005976,"Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003",0.0245857351924892,0.0208789942396533,0,0
"21",21,"SummerWild_IBA",0.013870483571996,"Otu00119",1.32947227626065e-05,0.000334583856192264,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0242042093421262,0.0181511196649094,0,0
"22",22,"SummerWild_IBA",0.012847367076452,"Otu00029",0.0990203208827226,0.184593437694952,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",6.71981586422027e-05,7.12004066528599e-05,0.0224380546348984,0.0545405699365951
"23",23,"SummerWild_IBA",0.010464782187897,"Otu00140",2.87307684349106e-05,0.000619763719095929,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_6",0.0182677599904856,0.0271835298536002,6.55247880273107e-06,2.45171307139184e-05
"24",24,"SummerWild_IBA",0.0103620922707729,"Otu00111",8.56829801091051e-05,0.00129381299964749,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.018082012010785,0.0242473158434632,0,0
"25",25,"SummerWild_Torpor",0.0624408231061867,"Otu00004",0.0127533427321513,0.0377598971089186,"Bacteroidetes - Bacteroidia - Bacteroidales - Marinifilaceae - Odoribacter",0.00535329216445495,0.00543222895540979,0.112983569938599,0.130875283436959
"26",26,"SummerWild_Torpor",0.0300958900556769,"Otu00010",0.50709270910208,0.659102667210468,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00296281993056133,0.00539846930866613,0.0521331276533745,0.103878853845691
"27",27,"SummerWild_Torpor",0.0286279979097584,"Otu00001",0.41083599785007,0.585247506371327,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00345063083601503,0.00599015504252306,0.0492362959542931,0.071663474184167
"28",28,"SummerWild_Torpor",0.026175879687284,"Otu00013",0.0448550204459644,0.101091165482696,"Kiritimatiellaeota - Kiritimatiellae - WCHB1-41 - WCHB1-41_fa - WCHB1-41_ge",0.000198251894245213,0.000347928204352743,0.0458629683458026,0.0646533055996734
"29",29,"SummerWild_Torpor",0.021930963080822,"Otu00012",0.586661212496598,0.714401960378922,"Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes",0.00309900986275685,0.0031652954271026,0.038441952980104,0.0501661173902344
"30",30,"SummerWild_Torpor",0.021078473695746,"Otu00069",0.80359152011818,0.86058382650954,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00165058983551385,0.00287778376297135,0.0358805984714656,0.0862857871753874
"31",31,"SummerWild_Torpor",0.01758947272706,"Otu00023",0.207817802936235,0.333673406522491,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Akkermansiaceae - Akkermansia",0.00545585941209947,0.00785625101338766,0.0274954329073932,0.0878950141846048
"32",32,"SummerWild_Torpor",0.017047481757927,"Otu00021",0.75125620647962,0.83981110466063,"Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes",0.00290142401373485,0.00332756330601695,0.0301401140004318,0.0562962609922146
"33",33,"SummerWild_Torpor",0.014785390728402,"Otu00020",0.156045219556298,0.26461036422498,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcaceae_ge",0.00223078223187897,0.00396773954460725,0.026460360573279,0.0340810206677565
"34",34,"SummerWild_Torpor",0.014355180656539,"Otu00006",0.96279104111813,0.96279104111813,"Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_unclassified",0.000584091821760342,0.000694021205657992,0.0250449358071525,0.0545729145282932
"35",35,"SummerWild_Torpor",0.013991780271117,"Otu00055",0.0329850462293773,0.0803345480747737,"Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003",0.0245857351924892,0.0208789942396533,0.000166013150415928,0.000285212015458988
"36",36,"SummerWild_Torpor",0.013814631382657,"Otu00119",7.30959732401133e-05,0.00122638799547301,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0242042093421262,0.0181511196649094,0,0
"37",37,"SummerWild_Torpor",0.012916376909731,"Otu00018",0.618401752324015,0.741100512705764,"Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides",0.00793245501216081,0.00617410328439261,0.0229652837563927,0.0413174449448242
