"","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left mean abund","Left stdev","Right mean abund","Right stdev"
"1","Summer_IBA",0.097282229374396,"Otu00001",0.00442851776121857,0.0401334422110433,NA,"0.00333600743704447","0.00647235706748792","0.167154973222514","0.196255931633041"
"2","Summer_IBA",0.029518323426777,"Otu00010",0.156188909063143,0.444066506159917,NA,"0.00688899438883324","0.00666060044995078","0.0474050322238876","0.0999054550781038"
"3","Summer_IBA",0.028246237593235,"Otu00004",0.0597997642944959,0.247741880648626,NA,"0.00413172901378912","0.00807438876536043","0.0491508799896532","0.0764956033731974"
"4","Summer_IBA",0.028077100158404,"Otu00037",1.68820643288892e-05,0.00244789932768894,NA,"0.0480262018932126","0.0590155836244078","9.90766060317838e-06","3.43211430977069e-05"
"5","Summer_IBA",0.024090457125991,"Otu00011",0.033506941954909,0.1679032045021,NA,"0.00961450578865409","0.0175084496118735","0.0426652342044397","0.0463651798944346"
"6","Summer_IBA",0.02258411578285,"Otu00031",0.192307703508867,0.464743616813094,NA,"0.0386282173840034","0.0859151776553331","9.84911161013277e-06","3.41183234363329e-05"
"7","Summer_IBA",0.018750459503495,"Otu00018",0.0188505524117151,0.138433274143356,NA,"0.0322490487855701","0.0426604273103377","0.000708877361057756","0.001839128660763"
"8","Summer_IBA",0.01797155446089,"Otu00008",0.0901508656678184,0.349111953503964,NA,"0.0038742342477163","0.00457712828046753","0.031965520204263","0.0363226299555848"
"9","Summer_IBA",0.016382866701361,"Otu00034",0.652959933674819,0.830519213884638,NA,"0.00320302336654446","0.00659268153854077","0.0262633366606922","0.0587893317678692"
"10","Summer_IBA",0.016275165355438,"Otu00032",0.000358426758392278,0.0103943759933761,NA,"0.0278987076286897","0.0580770060286426","9.90766060317838e-06","3.43211430977069e-05"
"11","Summer_IBA",0.016225093263139,"Otu00013",0.25061401902993,0.534480759260193,NA,"0.00737571777791728","0.0127616319290375","0.0266457691107431","0.0400436110488351"
"12","Summer_IBA",0.015328791775264,"Otu00003",0.169276214882687,0.453482590067965,NA,"0.0265783747504267","0.0338809998461162","0.00149119973920858","0.00245019608640881"
"13","Summer_IBA",0.014134162228984,"Otu00019",0.0333836559975366,0.1679032045021,NA,"0.0242441231247756","0.0269545119575521","0.000157937352123062","0.00019741138958645"
"14","Summer_IBA",0.012625166137316,"Otu00006",0.647967626161941,0.830519213884638,NA,"0.00669477970608417","0.0115833371521951","0.0176665716142323","0.0403640067985109"
"15","Summer_IBA",0.012464983166637,"Otu00035",0.273453079375911,0.554709534720557,NA,"0.00482223674804566","0.0107412398195462","0.0190504500053226","0.0376024251118932"
"16","Summer_IBA",0.011244831687972,"Otu00017",0.950863931172955,0.95479547424641,NA,"0.00804474825582092","0.00795398627706765","0.0190371712647087","0.0307324662168867"
"17","Summer_Torpor",0.0509453012932372,"Otu00004",0.0111116126242658,0.0947755194422674,NA,"0.00413172901378912","0.00807438876536043","0.0890575029645508","0.119570074184836"
"18","Summer_Torpor",0.0344015400525594,"Otu00010",0.777490754286528,0.901889274972372,NA,"0.00688899438883324","0.00666060044995078","0.0578274255858279","0.108817373258206"
"19","Summer_Torpor",0.0322935474342144,"Otu00001",0.76895215436062,0.900736229107968,NA,"0.00333600743704447","0.00647235706748792","0.0543341502231788","0.0736771847259728"
"20","Summer_Torpor",0.028039544214924,"Otu00037",5.49961838395375e-05,0.00398722332836647,NA,"0.0480262018932126","0.0590155836244078","1.1883541295306e-05","3.75790571618346e-05"
"21","Summer_Torpor",0.026823760986577,"Otu00011",0.397027669245335,0.625750130875799,NA,"0.00961450578865409","0.0175084496118735","0.0453740433970444","0.0559351164761325"
"22","Summer_Torpor",0.024429290860127,"Otu00012",0.0473993662940064,0.214778378519716,NA,"0.000163934069230041","0.000505137577127051","0.0415040300792218","0.0669025051623746"
"23","Summer_Torpor",0.023764224286494,"Otu00022",0.247873011450716,0.534480759260193,NA,"0.0155323378846123","0.0395645900448664","0.0288355605120961","0.088905755651034"
"24","Summer_Torpor",0.023342061831717,"Otu00049",0.128544050017972,0.416084586905951,NA,"0","0","0.0397424742993758","0.0908888776423631"
"25","Summer_Torpor",0.022558541853934,"Otu00031",0.509253026713477,0.745875645186405,NA,"0.0386282173840034","0.0859151776553331","2.37557958364434e-05","5.00816220478044e-05"
"26","Summer_Torpor",0.01879572725408,"Otu00018",0.0126241911803779,0.101694873397489,NA,"0.0322490487855701","0.0426604273103377","0.000106378380504169","0.000151959482907755"
"27","Summer_Torpor",0.01780795098301,"Otu00020",0.103052529595685,0.3644540680823,NA,"0.00678264197174925","0.0145846267925837","0.0303456969256015","0.0358113821865164"
"28","Summer_Torpor",0.016244464587799,"Otu00032",0.00287780551899917,0.0298058428753486,NA,"0.0278987076286897","0.0580770060286426","3.55273799461621e-05","5.7205200804189e-05"
"29","Summer_Torpor",0.015426202690766,"Otu00003",0.0274022045918447,0.152819987146826,NA,"0.0265783747504267","0.0338809998461162","0.000354884284898496","0.000595271796225505"
"30","Summer_Torpor",0.014895817720803,"Otu00017",0.860168933050637,0.93410912723702,NA,"0.00804474825582092","0.00795398627706765","0.0248144183160407","0.0438015035687241"
"31","Summer_Torpor",0.014129121752861,"Otu00019",0.0228143103377535,0.138433274143356,NA,"0.0242441231247756","0.0269545119575521","8.30003818268508e-05","0.000125573432763507"
"32","Summer_Torpor",0.013612274194227,"Otu00035",0.758004312100823,0.900736229107968,NA,"0.00482223674804566","0.0107412398195462","0.0202835261518871","0.0441170079871879"
"33","Summer_Torpor",0.012294629792798,"Otu00016",0.000665667910159969,0.0144480577000571,NA,"0.00241087146615623","0.00623514431191918","0.022077279884927","0.0198142539021187"
"34","Summer_Torpor",0.011301696441852,"Otu00023",0.304326676207333,0.562793627632645,NA,"0.00205305707495953","0.00565004406168922","0.0178694768334686","0.054561360163291"
"35","Summer_Torpor",0.010637228052473,"Otu00006",0.286948325246988,0.55802905569615,NA,"0.00669477970608417","0.0115833371521951","0.0130031951863813","0.040414656385998"
"36","Summer_Torpor",0.010343929926444,"Otu00095",0.275441975861242,0.554709534720557,NA,"0.0012523124750542","0.00285585489569913","0.0173548361764123","0.0232231987032941"
"37","Summer_Spring",0.0850252004402033,"Otu00018",0.0523530582592137,0.230036165078363,NA,"0.0322490487855701","0.0426604273103377","0.151391384936746","0.112200395946482"
"38","Summer_Spring",0.0384206264407547,"Otu00002",0.164043981829063,0.453482590067965,NA,"0.00134155592078857","0.00242770030475744","0.0605588326502119","0.0613939206176138"
"39","Summer_Spring",0.030475799069274,"Otu00037",0.00156540225800255,0.0189152772841975,NA,"0.0480262018932126","0.0590155836244078","0","0"
"40","Summer_Spring",0.024505606158868,"Otu00031",0.212618049157691,0.487077561153485,NA,"0.0386282173840034","0.0859151776553331","0","0"
"41","Summer_Spring",0.021569248733892,"Otu00003",0.375095809339987,0.621051465641483,NA,"0.0265783747504267","0.0338809998461162","0.0178433865850093","0.0397661545280404"
"42","Summer_Spring",0.019895422067731,"Otu00045",0.39551315556394,0.625750130875799,NA,"0.0110530136564513","0.0143834486573088","0.0324972082146349","0.0478843721453823"
"43","Summer_Spring",0.018228650339972,"Otu00001",0.149365973341908,0.442001349685238,NA,"0.00333600743704447","0.00647235706748792","0.0293736690863833","0.0269020056815392"
"44","Summer_Spring",0.017862631234957,"Otu00032",0.95479547424641,0.95479547424641,NA,"0.0278987076286897","0.0580770060286426","0.0104235506279738","0.0112765917501102"
"45","Summer_Spring",0.015036678330917,"Otu00019",0.532019606614335,0.763790524347312,NA,"0.0242441231247756","0.0269545119575521","0.00400179586219019","0.0066535755242714"
"46","Summer_Spring",0.013445769136188,"Otu00218",0.448708153501227,0.670749301625545,NA,"0.00395275375477","0.0110262343247757","0.0203317745619853","0.0297025093157888"
"47","Summer_Spring",0.012734057618539,"Otu00144",0.288635718463526,0.55802905569615,NA,"0.0014196037406472","0.0038197032055608","0.0197604083515253","0.0284788926947016"
"48","Summer_Spring",0.012702646646707,"Otu00015",0.281466651112252,0.55802905569615,NA,"0.0169606244024179","0.0246379037693043","0.0168878947432401","0.0132754988388557"
"49","Summer_Spring",0.011398003931856,"Otu00009",0.000875548599417227,0.0144480577000571,NA,"0.000497538140290802","0.00145831942482562","0.0184124658638698","0.0119346581635012"
"50","Summer_Spring",0.011378588270343,"Otu00093",0.903603734809229,0.93410912723702,NA,"0.00567104125100629","0.0106182009908128","0.0167135290016495","0.0239538152811229"
"51","Summer_Spring",0.010570250220886,"Otu00052",0.186032651997823,0.460465487129578,NA,"0.00866471566167045","0.0169505867707321","0.0146357985060475","0.017918624351074"
"52","Summer_Spring",0.010301070057485,"Otu00005",0.139356492684754,0.422966520074781,NA,"0.00339247666178362","0.00598266654432049","0.0162617627662424","0.028861412210879"
"53","IBA_Torpor",0.116271152292296,"Otu00001",0.0670282915552291,0.269975063208562,NA,"0.167154973222514","0.196255931633041","0.0543341502231788","0.0736771847259728"
"54","IBA_Torpor",0.066049935611747,"Otu00004",0.306625493675717,0.562793627632645,NA,"0.0491508799896532","0.0764956033731974","0.0890575029645508","0.119570074184836"
"55","IBA_Torpor",0.059530332276628,"Otu00010",0.894005762317906,0.93410912723702,NA,"0.0474050322238876","0.0999054550781038","0.0578274255858279","0.108817373258206"
"56","IBA_Torpor",0.037537706512448,"Otu00011",0.644111607701014,0.830519213884638,NA,"0.0426652342044397","0.0463651798944346","0.0453740433970444","0.0559351164761325"
"57","IBA_Torpor",0.033162910466183,"Otu00012",0.376913992941038,0.621051465641483,NA,"0.0143561701208257","0.0238985544069512","0.0415040300792218","0.0669025051623746"
"58","IBA_Torpor",0.030240873831993,"Otu00049",0.736839534479301,0.897829684869736,NA,"0.00558828138434533","0.011603397964176","0.0397424742993758","0.0908888776423631"
"59","IBA_Torpor",0.022711304728455,"Otu00035",0.425221893665731,0.642561489250584,NA,"0.0190504500053226","0.0376024251118932","0.0202835261518871","0.0441170079871879"
"60","IBA_Torpor",0.022402474078326,"Otu00017",0.597739943079739,0.824099797090345,NA,"0.0190371712647087","0.0307324662168867","0.0248144183160407","0.0438015035687241"
"61","IBA_Torpor",0.021795681588742,"Otu00020",0.199269829771056,0.472248800706692,NA,"0.0146743074944942","0.0206904857060833","0.0303456969256015","0.0358113821865164"
"62","IBA_Torpor",0.021387892955053,"Otu00008",0.921167674165267,0.940628963056082,NA,"0.031965520204263","0.0363226299555848","0.0165376783008495","0.0160161331240179"
"63","IBA_Torpor",0.020265390921587,"Otu00022",0.358667576322074,0.609228696743085,NA,"0.000335987414418194","0.000560432440311914","0.0288355605120961","0.088905755651034"
"64","IBA_Torpor",0.019968386802858,"Otu00013",0.0244248027023038,0.141663855673362,NA,"0.0266457691107431","0.0400436110488351","0.00631156811580224","0.0178432801168099"
"65","IBA_Torpor",0.019205401465616,"Otu00023",0.214985958026366,0.487077561153485,NA,"0.0127299680990221","0.0145916406110695","0.0178694768334686","0.054561360163291"
"66","IBA_Spring",0.093521173266123,"Otu00001",0.187361818901001,0.460465487129578,NA,"0.167154973222514","0.196255931633041","0.0293736690863833","0.0269020056815392"
"67","IBA_Spring",0.088888276265804,"Otu00018",0.0217211517086582,0.138433274143356,NA,"0.000708877361057756","0.001839128660763","0.151391384936746","0.112200395946482"
"68","IBA_Spring",0.035456993011219,"Otu00002",0.395872392837068,0.625750130875799,NA,"0.00195951278429479","0.00225792701322867","0.0605588326502119","0.0613939206176138"
"69","IBA_Spring",0.029101978831406,"Otu00010",0.873906491314827,0.93410912723702,NA,"0.0474050322238876","0.0999054550781038","0.00476060269079457","0.0050294897192008"
"70","IBA_Spring",0.027778109099911,"Otu00004",0.101239872790397,0.3644540680823,NA,"0.0491508799896532","0.0764956033731974","0.00968940905880773","0.0133931580941858"
"71","IBA_Spring",0.023482361470429,"Otu00011",0.140016503197169,0.422966520074781,NA,"0.0426652342044397","0.0463651798944346","0.00582634238201385","0.00471131713056787"
"72","IBA_Spring",0.019137291724855,"Otu00045",0.00141896032261781,0.018704476979962,NA,"9.87189452433028e-05","0.000110935337531958","0.0324972082146349","0.0478843721453823"
"73","IBA_Spring",0.018292426224967,"Otu00008",0.0914914085044872,0.349111953503964,NA,"0.031965520204263","0.0363226299555848","0.00426501590837697","0.00764820786468181"
"74","IBA_Spring",0.015627997189692,"Otu00034",0.344152948675642,0.601231054915278,NA,"0.0262633366606922","0.0587893317678692","0.000953864621646783","0.00206778980531875"
"75","IBA_Spring",0.015128847980216,"Otu00013",0.240403818770017,0.534480759260193,NA,"0.0266457691107431","0.0400436110488351","0.00355615552995212","0.0032873851924289"
