"","Comparison","SIMPER","OTU"
"1","Female_Male",0.176215540653509,"Otu00001"
"2","Female_Male",0.054539013308911,"Otu00010"
"3","Female_Male",0.048937703518616,"Otu00011"
"4","Female_Male",0.044506251014094,"Otu00004"
"5","Female_Male",0.035002841026072,"Otu00034"
"6","Female_Male",0.026580872759671,"Otu00008"
"7","Female_Male",0.025661743582947,"Otu00035"
"8","Female_Male",0.025094972553747,"Otu00013"
"9","Female_Male",0.020108185612813,"Otu00006"
"10","Female_Male",0.019326891620943,"Otu00012"
"11","Female_Male",0.019115038845073,"Otu00017"
