"X","Comparison","SIMPER","OTU","krusk_p.val","fdr_krusk_p.val","Taxonomy","Left.mean.abund","Left.stdev","Right.mean.abund","Right.stdev"
"1",1,"SummerWild_SummerLab",0.0276167027000224,"Otu00037",0.000884871298082965,0.00952537926759898,"Firmicutes - Bacilli - Lactobacillales - Lactobacillaceae - Lactobacillus",0.000370808060135369,0.000573492598142798,0.0474003115187317,0.0581029653908659
"2",2,"SummerWild_SummerLab",0.0224439173625039,"Otu00031",0.173852238784223,0.342096340833471,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group",0,0,0.0383359551545544,0.0852669331223649
"3",3,"SummerWild_SummerLab",0.0184938356688462,"Otu00018",0.0766617469207552,0.215832302869203,"Bacteroidetes - Bacteroidetes_unclassified - Bacteroidetes_unclassified - Bacteroidetes_unclassified - Bacteroidetes_unclassified",0.00177889002571689,0.00285427568699591,0.0318368930953245,0.0420815992373313
"4",4,"SummerWild_SummerLab",0.0160016655759603,"Otu00032",0.0207264266960201,0.0925106362285774,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.000548707538881776,0.000860454149361837,0.0275925254122834,0.057482602533929
"5",5,"SummerWild_SummerLab",0.0149383456981004,"Otu00003",0.510716267369163,0.677234491827273,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.00398939283220883,0.00335125953050167,0.0262814119581627,0.0334930430034648
"6",6,"SummerWild_SummerLab",0.0144520780781418,"Otu00116",0.0029697533142073,0.0209024944807667,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0246578905149919,0.0375290577489072,0,0
"7",7,"SummerWild_SummerLab",0.013955642015054,"Otu00019",0.154008233779315,0.320763067656406,"Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcus_1",0.000567534484021205,0.000523295036200264,0.0239770560068139,0.0266402982172907
"8",8,"SummerWild_SummerLab",0.01391570828264,"Otu00062",0.000104124793724181,0.00238185465644064,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0237891037659224,0.0180802408553861,0,0
"9",9,"SummerWild_SummerLab",0.011714712672678,"Otu00039",0.0914442065625427,0.238508426101834,"Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003",0.0199012813657487,0.0189649089836606,0.00577540571372581,0.0138680963189696
"10",10,"SummerWild_SummerLab",0.011552670847151,"Otu00091",0.000104124793724181,0.00238185465644064,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group",0.0196946692105781,0.0259256403067171,0,0
"11",11,"SummerWild_SummerLab",0.011295018093398,"Otu00159",0.000101364918243408,0.00238185465644064,"Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified",0.0192477916741733,0.0282641262947637,0,0
"12",12,"SummerWild_SummerLab",0.010222127143893,"Otu00022",0.683982843373056,0.8400594653508,"Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia",0.00597260344327933,0.00811405368026715,0.0154425135388652,0.0394200886241665
