"","Comparison","SIMPER","OTU"
"1","Male_Female",0.049575009439782,"Otu00116"
"2","Male_Female",0.0203664086344996,"Otu00039"
"3","Male_Female",0.0201660085248942,"Otu00163"
"4","Male_Female",0.0196863846250112,"Otu00091"
"5","Male_Female",0.019358179370563,"Otu00159"
"6","Male_Female",0.015260448080955,"Otu00195"
"7","Male_Female",0.013232580350844,"Otu00214"
"8","Male_Female",0.012503405643421,"Otu00062"
"9","Male_Female",0.011780211171834,"Otu00272"
"10","Male_Female",0.011279707844514,"Otu00109"
"11","Male_Female",0.011001113061126,"Otu00251"
"12","Male_Female",0.010970449801605,"Otu00227"
"13","Male_Female",0.010916959548503,"Otu00327"
"14","Male_Female",0.010233081325665,"Otu00102"
