"","Comparison","SIMPER","OTU"
"1","Content_Mucosa",0.0465038925207767,"Otu00031"
"2","Content_Mucosa",0.0340010770143555,"Otu00018"
"3","Content_Mucosa",0.0335879316754098,"Otu00037"
"4","Content_Mucosa",0.026843688905993,"Otu00032"
"5","Content_Mucosa",0.02554259059067,"Otu00003"
"6","Content_Mucosa",0.020053729225296,"Otu00019"
"7","Content_Mucosa",0.016278179125705,"Otu00092"
"8","Content_Mucosa",0.015975871021357,"Otu00015"
"9","Content_Mucosa",0.015845320468916,"Otu00022"
"10","Content_Mucosa",0.012748353462834,"Otu00097"
"11","Content_Mucosa",0.012697693148433,"Otu00158"
"12","Content_Mucosa",0.012020158183771,"Otu00050"
"13","Content_Mucosa",0.011348704468055,"Otu00052"
"14","Content_Mucosa",0.011154821393919,"Otu00014"
"15","Content_Mucosa",0.01004383202387,"Otu00068"
