"","Comparison","SIMPER","OTU"
"1","SummerWild_SummerLab",0.0291561031628857,"Otu00037"
"2","SummerWild_SummerLab",0.0230303641287129,"Otu00032"
"3","SummerWild_SummerLab",0.0194062431370483,"Otu00031"
"4","SummerWild_SummerLab",0.015045076652266,"Otu00116"
"5","SummerWild_SummerLab",0.0148550523485651,"Otu00022"
"6","SummerWild_SummerLab",0.014328242378127,"Otu00039"
"7","SummerWild_SummerLab",0.012925674868969,"Otu00019"
"8","SummerWild_SummerLab",0.012220351611694,"Otu00003"
"9","SummerWild_SummerLab",0.012094920307156,"Otu00018"
"10","SummerWild_SummerLab",0.011922444222605,"Otu00062"
"11","SummerWild_SummerLab",0.011555377217746,"Otu00091"
"12","SummerWild_SummerLab",0.011539681023281,"Otu00060"
"13","SummerWild_SummerLab",0.01152384565326,"Otu00159"
"77","SummerWild_IBA",0.156429833540729,"Otu00001"
"78","SummerWild_IBA",0.029934450714787,"Otu00010"
"79","SummerWild_IBA",0.022878139851496,"Otu00011"
"80","SummerWild_IBA",0.015306532396143,"Otu00034"
"81","SummerWild_IBA",0.015074745956139,"Otu00004"
"82","SummerWild_IBA",0.014115425852796,"Otu00116"
"83","SummerWild_IBA",0.013918329041721,"Otu00039"
"84","SummerWild_IBA",0.011527157973786,"Otu00008"
"85","SummerWild_IBA",0.0113488499497491,"Otu00006"
"86","SummerWild_IBA",0.011185739495539,"Otu00062"
"87","SummerWild_IBA",0.010891520624392,"Otu00017"
"88","SummerWild_IBA",0.010841314673918,"Otu00091"
"89","SummerWild_IBA",0.010811729075998,"Otu00159"
"90","SummerWild_IBA",0.010467650387228,"Otu00035"
"117","SummerWild_Torpor",0.0448105386166651,"Otu00004"
"118","SummerWild_Torpor",0.0435313207282423,"Otu00010"
"119","SummerWild_Torpor",0.0341130235317856,"Otu00022"
"120","SummerWild_Torpor",0.031110332394435,"Otu00049"
"121","SummerWild_Torpor",0.0296920191641,"Otu00011"
"122","SummerWild_Torpor",0.028392107661363,"Otu00001"
"123","SummerWild_Torpor",0.019187105585627,"Otu00020"
"124","SummerWild_Torpor",0.015917614679083,"Otu00035"
"125","SummerWild_Torpor",0.015855168368167,"Otu00017"
"126","SummerWild_Torpor",0.01541558964437,"Otu00012"
"127","SummerWild_Torpor",0.014288218118077,"Otu00116"
"128","SummerWild_Torpor",0.014058629700531,"Otu00039"
"129","SummerWild_Torpor",0.013493034614798,"Otu00016"
"130","SummerWild_Torpor",0.011309468357157,"Otu00062"
"131","SummerWild_Torpor",0.010974448054558,"Otu00091"
"132","SummerWild_Torpor",0.010944523317421,"Otu00159"
"133","SummerWild_Torpor",0.010352601857637,"Otu00055"
"156","SummerWild_Spring",0.050601061732953,"Otu00018"
"157","SummerWild_Spring",0.0365364303096927,"Otu00045"
"158","SummerWild_Spring",0.0251253819699303,"Otu00002"
"159","SummerWild_Spring",0.017833782143642,"Otu00132"
"160","SummerWild_Spring",0.014001592697014,"Otu00116"
"161","SummerWild_Spring",0.013762148085151,"Otu00001"
"162","SummerWild_Spring",0.013186079765284,"Otu00003"
"163","SummerWild_Spring",0.013063898024679,"Otu00039"
"164","SummerWild_Spring",0.011095558142072,"Otu00062"
"165","SummerWild_Spring",0.010754128217514,"Otu00091"
"166","SummerWild_Spring",0.010724794500082,"Otu00159"
