"","Comparison","SIMPER","OTU"
"1","Content_Mucosa",0.0300688943606627,"Otu00116"
"2","Content_Mucosa",0.0226821177657073,"Otu00159"
"3","Content_Mucosa",0.0215430283738648,"Otu00091"
"4","Content_Mucosa",0.0191981406949892,"Otu00039"
"5","Content_Mucosa",0.018066182588217,"Otu00195"
"6","Content_Mucosa",0.017481755809412,"Otu00062"
"7","Content_Mucosa",0.016089475951223,"Otu00150"
"8","Content_Mucosa",0.014519530599956,"Otu00109"
"9","Content_Mucosa",0.013805431631067,"Otu00102"
"10","Content_Mucosa",0.012503567409456,"Otu00163"
"11","Content_Mucosa",0.010777235611253,"Otu00155"
