Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
SummerLab_IBA,0.027435486,Otu00037,1.32E-05,0.001413415,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.047400312,0.058102965,0.000154018,0.000521108
SummerWild_IBA,0.010771216,Otu00159,3.31E-05,0.001413415,Firmicutes - Clostridia - Clostridiales - Peptococcaceae - uncultured,0.019247792,0.028264126,0,0
SummerWild_IBA,0.013270374,Otu00062,3.39E-05,0.001413415,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.023789104,0.018080241,0,0
SummerWild_IBA,0.011016921,Otu00091,3.39E-05,0.001413415,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.019694669,0.02592564,0,0
SummerLab_Torpor,0.027725198,Otu00037,5.50E-05,0.001836873,Firmicutes - Erysipelotrichia - Erysipelotrichales - Erysipelotrichaceae - Erysipelatoclostridium,0.047400312,0.058102965,1.17E-05,3.71E-05
SummerWild_SummerLab,0.011295018,Otu00159,0.000101365,0.002173605,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Alistipes,0.019247792,0.028264126,0,0
SummerWild_SummerLab,0.013915708,Otu00062,0.000104125,0.002173605,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.023789104,0.018080241,0,0
SummerWild_SummerLab,0.011552671,Otu00091,0.000104125,0.002173605,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.019694669,0.02592564,0,0
SummerWild_Torpor,0.010809407,Otu00159,0.000179431,0.00308463,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.019247792,0.028264126,0,0
SummerWild_Torpor,0.011055977,Otu00091,0.000184708,0.00308463,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.019694669,0.02592564,0,0
SummerLab_IBA,0.015968772,Otu00032,0.000225873,0.00342916,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.027592525,0.057482603,9.02E-06,3.25E-05
