"","Comparison","SIMPER","OTU"
"1","Content_Mucosa",0.0858001441534948,"Otu00018"
"2","Content_Mucosa",0.0795900729128772,"Otu00074"
"3","Content_Mucosa",0.06462771644629,"Otu00045"
"4","Content_Mucosa",0.039376049445895,"Otu00127"
"5","Content_Mucosa",0.03841258899852,"Otu00002"
"6","Content_Mucosa",0.024508930823127,"Otu00132"
"7","Content_Mucosa",0.018032003086448,"Otu00191"
"8","Content_Mucosa",0.01716522345115,"Otu00001"
"9","Content_Mucosa",0.015281845912266,"Otu00218"
"10","Content_Mucosa",0.015210055080584,"Otu00003"
"11","Content_Mucosa",0.01497984901347,"Otu00239"
"12","Content_Mucosa",0.014735544378208,"Otu00144"
"13","Content_Mucosa",0.01357658749418,"Otu00093"
"14","Content_Mucosa",0.013431895259368,"Otu00241"
"15","Content_Mucosa",0.012567561389588,"Otu00005"
"16","Content_Mucosa",0.011690022343279,"Otu00301"
"17","Content_Mucosa",0.011534578827301,"Otu00283"
