Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
SummerWild_IBA,0.015390886,Otu00062,0.003235401,0.117283269,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminococcus_1,0.027264099,0.022923356,0,0
SummerWild_IBA,0.011193596,Otu00091,0.003235401,0.117283269,Verrucomicrobia - Verrucomicrobiae - Verrucomicrobiales - Verrucomicrobiaceae - Akkermansia,0.019925442,0.029022916,0,0
SummerWild_IBA,0.010727837,Otu00159,0.003235401,0.117283269,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.019099164,0.031350168,0,0
SummerLab_IBA,0.025402182,Otu00037,0.002181432,0.117283269,Bacteroidetes - Bacteroidia - Bacteroidales - Rikenellaceae - Rikenellaceae_unclassified,0.043365616,0.03086225,0,0
SummerWild_Torpor,0.015331459,Otu00062,0.010414995,0.188771778,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.027264099,0.022923356,0,0
SummerWild_Torpor,0.011150391,Otu00091,0.010414995,0.188771778,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.019925442,0.029022916,0,0
SummerWild_Torpor,0.01068643,Otu00159,0.010414995,0.188771778,Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003,0.019099164,0.031350168,0,0
SummerLab_Torpor,0.025219072,Otu00037,0.007290358,0.188771778,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidaceae - Bacteroides,0.043365616,0.03086225,0,0
SummerWild_SummerLab,0.015831889,Otu00062,0.019254406,0.199420637,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.027264099,0.022923356,0,0
SummerWild_SummerLab,0.011514334,Otu00091,0.019254406,0.199420637,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.019925442,0.029022916,0,0
SummerWild_SummerLab,0.011035229,Otu00159,0.019254406,0.199420637,Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_unclassified,0.019099164,0.031350168,0,0
SummerLab_Torpor,0.010291918,Otu00016,0.013902988,0.199420637,Proteobacteria - Alphaproteobacteria - Rhodospirillales - Rhodospirillaceae - uncultured,0.00089008,0.001470854,0.018630693,0.018370382
IBA_Spring,0.044643963,Otu00045,0.015087255,0.199420637,Bacteroidetes - Bacteroidia - Bacteroidales - Bacteroidales_S24-7_group - Bacteroidales_S24-7_group_ge,0.000134714,0.00012618,0.079245012,0.051193157
