Comparison,SIMPER,OTU,krusk_p.val,fdr_krusk_p.val,Taxonomy,Left.mean.abund,Left.stdev,Right.mean.abund,Right.stdev
Content_Mucosa,0.013805432,Otu00102,0.275233524,0.909985281,Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotella_9,0.015066644,0.021617933,0.008598025,0.011939551
Content_Mucosa,0.010777236,Otu00155,0.51269076,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.006546001,0.010634153,0.010262611,0.016652747
Content_Mucosa,0.019198141,Otu00039,0.657905019,0.909985281,Bacteroidetes - Bacteroidia - Bacteroidales - Prevotellaceae - Prevotellaceae_UCG-003,0.02507401,0.023424218,0.014728552,0.016437884
Content_Mucosa,0.014519531,Otu00109,0.657905019,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.013901359,0.021441252,0.010011871,0.015470651
Content_Mucosa,0.016089476,Otu00150,0.796253415,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.000119119,0.000206319,0.017645666,0.030563189
Content_Mucosa,0.022682118,Otu00159,0.822186767,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.01939642,0.031847336,0.019099164,0.031350168
Content_Mucosa,0.021543028,Otu00091,0.827259347,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_NK4A136_group,0.019463897,0.028945771,0.019925442,0.029022916
Content_Mucosa,0.018066183,Otu00195,0.827259347,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.015359733,0.025469556,0.015018468,0.024892163
Content_Mucosa,0.017481756,Otu00062,0.827259347,0.909985281,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.020314109,0.015985329,0.027264099,0.022923356
Content_Mucosa,0.012503567,Otu00163,0.827259347,0.909985281,Firmicutes - Clostridia - Clostridiales - Ruminococcaceae - Ruminiclostridium_6,0.010917503,0.016774729,0.011001026,0.017327056
Content_Mucosa,0.030068894,Otu00116,1,1,Firmicutes - Clostridia - Clostridiales - Lachnospiraceae - Lachnospiraceae_unclassified,0.025668112,0.043855658,0.023647669,0.039933633
